,POS_Tweet,class
5330,lmao fa real cuz really saw throw dat bitch circle lol,1
5331,bitch want,1
5332,wyd fag,1
5333,bitch,1
5334,kanyewest hes faggot,0
5335,nigger hello,1
5336,jordangrimes kushdaddycorr thats true idk even convo dumb nigger attention whore,0
5337,kushdaddycorr smell fried chicken ass mile away boi clean nasty ass ears ratchet bitch,1
5338,kushdaddycorr lmao stupid nigger,0
5339,yuhh finna hit hoe,1
5340,many times listen pussy song today,1
5341,hoe shit,1
5342,sent bird call didnt get shit,1
5343,hell naw fuck bitches serves right,0
5344,really thou im looking bitch,1
5345,said nah ur dude getting heartless bitch met,1
5346,bitch u know mean spell champ nuts,1
5347,yea forgot talkin degenerate faggot,0
5348,daughter date little fag bag,1
5349,hoe cant cook,1
5350,bitch stop hating immaculate suit,1
5351,birthday hath already passed little fanfare day blessed bitch,1
5352,real bitch,1
5353,better ima let bitch slide right standby,1
5354,pussy,1
5355,take bitches jumped beating aint good thejournalist,1
5356,lol bro said bitch u,1
5357,faggot,0
5358,need bitches,1
5359,pussy,1
5360,okaaaaay bitch never care edges still laid,1
5361,youre faggot,0
5362,im askin negro lol,1
5363,dont cry im bitch pissed cop trying charge hole bunch bullshit p,1
5364,hey fag lt,0
5365,pussy,1
5366,yooo lost elevator pass cant even share bitch wants go get even tho knows,1
5367,bitch struggles use stairs let ppl get,1
5368,bitch gon damn thang u dont got say unfollow,0
5369,kiefferjason ask keiffer still tryna get block boy,1
5370,sorry eat pussy,1
5371,fuck bitches get money,1
5372,know said wasnt lie man guy think music trash wizkid,2
5373,jk bitch got done,1
5374,nope stuck house full fucking niggers help escape,0
5375,ur got ta keep dat scent keep filthy niggers,1
5376,know go drink bleach bitch,1
5377,haha coco cant wait fuckkk hunna hoes summer haha jk,1
5378,rt wey went job interview high bitch stanking dank haha eyes red hoe,1
5379,bitch dont talk bro,1
5380,still got birds cage,2
5381,send hoe,1
5382,taking hoe lol,1
5383,lgreiner shut nigger,0
5384,lol fags,1
5385,ate pussy,1
5386,saw bad bitch mf feel love,1
5387,hoe,1
5388,meant bitch scum,1
5389,bitch boy,1
5390,bitch w dick,1
5391,bitch,1
5392,nice hoodie faggot,1
5393,pit stop rape bitches,0
5394,liked hoe,1
5395,hoe,1
5396,dont bitch,1
5397,haha yolo ya hit hoe,1
5398,man bring yo bitch ass ion give dam bout yo mf attitude,1
5399,u better sit yo ass bitch til,1
5400,yellow rice black beans pork chop sis,2
5401,scanger,2
5402,spread filth urs white dog amp good ol boys ltao fuckin monkey,1
5403,u lost puppies dont know shit leave niggers alone u learn something besides,1
5404,let dingy real nigger dogs catch dont want thot shit,1
5405,bitch get job first,1
5406,bitch looking shit,1
5407,bitch,1
5408,boy clean bitches,1
5409,funny tweets ashy niggers,1
5410,bitch mad slapping,1
5411,bitches great valuable pussy always make use protection many nasty dick niggas,1
5412,niggas didnt desrve bitch first place,1
5413,yes make em masturbate voice bitches love southern accents,1
5414,life aint shit bitches money passed weed studied,1
5415,trash ik wanted fuck,1
5416,pussy,1
5417,lets fuck hawt bitches,1
5418,phampel babies rescue trash thugs fergusonriot,0
5419,nigger,0
5420,hurt imnot wtf fuck bitch,1
5421,bitch get punched tf lol,1
5422,bitch u got fuckked,1
5423,bitch take dat shit imediatly,1
5424,bitch u forcin talkin family shit watch,1
5425,bitch u got fuckked go suck lil action whamm u always thursdays fridays didnt think ik u,1
5426,correction bitch yo illiterate ass wan eat pussy got center street boys dat u suck nun major,1
5427,naw fuck u bitch go suck cartier,1
5428,ok bitch damn even tierd phone dying,1
5429,haha hoe go hard rt,1
5430,bitch purple shorts beats,1
5431,happy birthday bad bitch,1
5432,kno righttt dont even know use shit update status hoe,1
5433,im n hate elissa fake ass cunt,1
5434,shut mouth talkin morning fag,0
5435,thats fucking retarded drinking tonight,1
5436,whooped ass turnin pussy,1
5437,haha bitch team,1
5438,xnation fuck raptor have fun tranny fails k miles,1
5439,comes guy sole qualification lucky sperm,2
5440,bitch word awesome wrong,1
5441,actually boys right dorky ass mom amp dad watching make bitch,1
5442,top attendance transplanted snow bird love team,2
5443,man fuck bitch,1
5444,right okay bitch,1
5445,little bitch emotion feeling,1
5446,want pigs arse muzzie biotch phuck go back hellhole life,1
5447,like bitch better chill hey,1
5448,wish socially acceptable beat bitches asses,1
5449,tedcruz going nothing nothing bitch laws,1
5450,ho big,2
5451,already know mane th grade killin hoes,1
5452,never happen much republican redneck oil money butt true,1
5453,jdhayworth nope term used mock teabagger scum luck next time pal,1
5454,go air bad air wheres brownie,2
5455,bitch probably deserved lol,1
5456,wesideconnect michaelsayeth fellow anarchists quit vaginas jr high bitch,1
5457,small man syndrome usually deep theyre huge pussies join authority compensate weak ego,1
5458,pussy,1
5459,laughing hoe,1
5460,check cashing corner calwood steer pollo loco,2
5461,naw dude wish theyre white trash,0
5462,wat faggot,1
5463,run pussy,1
5464,got ass zebra,1
5465,ya damn right nigglet,1
5466,leave dyke,0
5467,stfu youre pussy sit ass noise,1
5468,death attention hoes,1
5469,claddos takutaneka regankelly ill give tip beware ugly birds hide massive lensed sunnies,2
5470,wow years late bitch,1
5471,pussy,1
5472,yo fag,1
5473,sitting talking u gon thats something bitch,1
5474,bitch,1
5475,idk went school week ago bitch gave paper shit telling classes paid,1
5476,thats wassup u got bitches sending booty pics tho lol,1
5477,yo bitch open legs,1
5478,tweet dont text back ok fag,1
5479,season trash brought veteran someone play,2
5480,literally retarded dropped head,1
5481,say waste draft pick thats telling delete account youre retarded,0
5482,fag back,1
5483,probably yeah accounts personality handle wear yellow suit puts points,2
5484,hung dudes wasnt fuckin bitches,1
5485,fuck cops fuck tarah bitch elongated nose shaped horses dick tarahdactyl,1
5486,cry still cant even talk even supposedly shady bitch wont confront lol,1
5487,faggot,0
5488,give clothes look cute dyke,0
5489,chink eyed,0
5490,trueee cant wait til day bitch try,1
5491,sounds prenup hes gon cash apparently ghetto credit magine,1
5492,joeylattime christian keep laughing fuck u instead pussy bitch,1
5493,amp tried beat much weaker creepy ass cracker dead woman,1
5494,kavitakrishnan funny read retard liberal tweets didnt delete salwar tweet say hi,1
5495,im sick self serving politicians standing trashes,2
5496,gantaro sorry grant im bitch im going libtards ignore majority voice,1
5497,blvckbricks still gon smack fuck trying act hard twitter pussy ass niggas,1
5498,reason wouldnt give ahve fucking bitch games fire,1
5499,aint gon get stitch pussy,1
5500,yea alo aka mr bitches lmao,1
5501,lol ya need sum beacg bod abs pussy boy,1
5502,get twitter fag,1
5503,ugly white bitch,1
5504,agree naturalized citizenship anchor baby go parents country origin,2
5505,got ta keep fighting bro hoes trying bring,1
5506,jump u ballless dickwad conservative feminist disabled vet bitch wish u luck capital,0
5507,harmonlauren okay get bitches dick anyway thanks tip,1
5508,dont give flying fuck think tweets worthless teabagger scum,1
5509,mutual lil bone,2
5510,thats youz yellow bone,2
5511,cuz know playing witchu aint call yo mama bitch say brother ugly af,1
5512,smh iont understand fuck hoes,1
5513,fuck em cant take joke liberal pussies think jokes sarah palin amp daughters funny,1
5514,absolutely agree statement amusing angry makes teabagger scumbags alone worth,1
5515,tonight youre gon hoe tomorrow,1
5516,mskyleighmarie bitches,1
5517,happy birthday queer,0
5518,colored contacts,2
5519,lmaoooo calling hoe mad uglass,1
5520,sick bitch,1
5521,im trash ur trash baes,2
5522,alright bitch hope someone deletes life suck dicks get hit buses,1
5523,nah replied literally everyone else called trash check dont believe,2
5524,drafted gay ass come tv u welcome nation queers lot niggers,0
5525,pats owner kike,0
5526,pills nig last years magic j nig hav died years ago first team draft gay,0
5527,hoe,1
5528,spell check bitch lets stay,1
5529,hasnt worked well black folks better bring crackers um,1
5530,hoes suck wayans brothers funny foxx number,0
5531,el negro,2
5532,yeah way block fag scared go hit girls tough make tough enough know beat,1
5533,fucking queer faggot bitch,0
5534,sbsylvester hunterbuch kiefferjason bitch thats wtf said mf,1
5535,pig bird,2
5536,beat pussy,1
5537,go sleep bitch,1
5538,lmao wish bitch,1
5539,ate wees brownie seeing random cats,2
5540,lmao know kitty master hate bitch,1
5541,lets say hellen keller makes better brownies,2
5542,salute bad bitch,1
5543,italianmontana wtf bitches seen,1
5544,cum thru bitch,1
5545,fuck bitch,1
5546,fuck bitch,1
5547,wanted let everyone know downloaded whole album,1
5548,whats good pussy,1
5549,lying bitch,1
5550,niggah,1
5551,plans niggah,1
5552,bitch,1
5553,spitted sprite niggah yo smart ass mouth deserved amp well stfu lol,1
5554,boys need pussy damn,1
5555,still blaming fucking retard,1
5556,ksteven here ya go wetback eat,0
5557,thats lil nig,1
5558,youre lying sack shit know love jk jkbridgeturstraight fag,1
5559,lol fag,1
5560,pal threat apostate kufargti cld cut ur neck wsword islam ampwatch u squeal bitch,0
5561,youre sole reason come chipotle incase didnt know good work babe,2
5562,cowboy killers,2
5563,trash,2
5564,nah bitch nigga,1
5565,lol crew actual hoes,1
5566,get famous buyin art bitch dat shit da crib,1
5567,chriscruz stfu bitch tellin stop,1
5568,chriscruz dont bitch,1
5569,kelliestebbins original faggots,1
5570,bitch dont reply,1
5571,yes guy bitch todaylolsmh,1
5572,gon find redneck girl days,1
5573,faggot,1
5574,today talk absolutely knew impersonation day,2
5575,thats call white trash money,0
5576,ud still fag lolz,0
5577,ur fag,0
5578,babel fucks masturbated gays r successful,1
5579,always put gingers red yellow leopard print,1
5580,omg ur finally losing ur patience ur hoe love cant stop laughing,1
5581,steak hurry brownies picture u posted made drool phone,2
5582,thats white woman pussy,1
5583,positive thoughts nig nog,1
5584,lmao dog type let faggots try decipher,1
5585,oh state enjoy trailer trash sub par sports,2
5586,please little depressed bitch entire time,1
5587,hoes look good,1
5588,havent seen hoe,1
5589,yea hoe dunking everything hitting shots handling bitch,1
5590,geminis rule hoe,1
5591,charge prosecuting cases wont confirm director lead agency,1
5592,hoser hi,2
5593,shes larger bird,2
5594,bitch dont kill vibe,1
5595,yeah cum itch slit baby cakes,1
5596,youre fucking nigger,0
5597,bitch charge,1
5598,new retarded shows cubs stalk show new,0
5599,youre bitch,1
5600,cookies sound wonderful,2
5601,follow love bitch never quit,1
5602,long name change al memorabilia wredskins name deemed racist therby illegal,2
5603,lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer,2
5604,coming bitch boy,1
5605,dreams little leprechaun hemroid,1
5606,mean trash,2
5607,bitches naked,1
5608,overrun mongrels run countries want white man perish,0
5609,anepicname lmaooooo epic bird wins,2
5610,fly amp open whoopass started zoom still run bitch,1
5611,wow faggot,1
5612,nah bitch u addicted spazzin fasho fuc molly tht shit happend time lean scarce stfu hoe ass go spazz sum thot,1
5613,day remember tha bitches alabama,1
5614,u kno im talkin bitch lmfao,1
5615,haha bitch ima draw webb bullets round yo fuggin forehead bitch know reside,0
5616,nah said fag,0
5617,u smokin bitch,1
5618,yea cuh bitch fuc donald sterling pimpin tho,1
5619,number hoe,1
5620,worked bitch,1
5621,boxing really need mental help check,2
5622,deep deep water many badass sons bitches,1
5623,nobody ever gon take ass clown serious lil bitch,1
5624,dont say shit lil nig give stamp,1
5625,boards still tie dye ones monkey edition black silver newest ones,2
5626,aint bitches im talkin bout aint jungle fever,1
5627,bitch nigga dont get hurt,1
5628,snow niqqa ampamp bitches slide crib,1
5629,got bitches snowboarding,1
5630,ahah chill bitch look better,1
5631,bellaangeletti sorry dyslexia bitch,1
5632,phone trash knew,2
5633,bitch,1
5634,god doesnt send retards hell,1
5635,pussy,1
5636,drunk bitch,1
5637,took uber yesterday advertised lt taxis actually yellow taxi price,2
5638,bout time bitch,1
5639,matters im proud ur little ass im n old southern bitch hang n baby,1
5640,im wexican,2
5641,dont blame hoe innocent,1
5642,music suggestion lil spook,2
5643,yo bitch stay clown,1
5644,people got ta bitch something,1
5645,piperleigh cassuhhhdeee baylee yall stfu pussies wont shit,1
5646,thirsty hoes,1
5647,nigga know damn well coon,0
5648,dyke ron,1
5649,dude took running bitch,1
5650,donthebear nig ok youre big time shit talker twitter name face info,1
5651,heard green tea makes lose weight coon explains watermelon,2
5652,bitch ass,1
5653,bumcia trash smfh wouldve thought gone said makes sense,2
5654,guessing players talking trash,2
5655,fuck yes triple nigguh,1
5656,sure broke nig,1
5657,laying rock lake welcome join redneck workout,2
